uid,name,vendor_name,address,latitude,longitude,city,country,open,close,logo_url,staff,payment_modes,contact_numbers,station_type,postal_code,zone,0,available,capacity,cost_per_unit,power_type,total,type,vehicle_type
REVBOLT_00021853,REVOS,REVOS,"122, Pocket-1 Rohini Sector-24",28.723897,77.088231,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810866877""]",charging,110085,north-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021189,REVOS,REVOS,"122, Pocket-1 Rohini Sector-24",28.723874,77.088245,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810866877""]",charging,110085,north-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021954,REVOS,REVOS,"122, Pocket-1 Rohini Sector-24",28.723858,77.088287,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810866877""]",charging,110085,north-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00023974,REVOS,REVOS,Plot No .15ranaji Enclave Near Pillar No 53,28.618555,77.013381,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919211445444""]",charging,110043,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00023940,REVOS,REVOS,1655 B/1c Near Jharoda Bus Stand,28.612783,76.979544,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919555525893""]",charging,110043,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024990,REVOS,REVOS,Chilla Village,28.59434,77.302221,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919818536643""]",charging,110091,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025406,REVOS,REVOS,Chilla Village,28.594326,77.302262,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919818536643""]",charging,110091,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025263,REVOS,REVOS,Chilla Village,28.594331,77.302262,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919818536643""]",charging,110091,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025262,REVOS,REVOS,Chilla Village,28.594338,77.302257,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""9818536643""]",charging,110091,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024997,REVOS,REVOS,shop no 1304 pvc road tikri klan delhi,28.682644,76.965096,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999427120""]",charging,110072,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026953,REVOS,REVOS,1/11835 Panchsheel Garden Naveen Shahdara,28.676484,77.282354,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999661367""]",charging,110032,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025415,REVOS,REVOS,Khajoori Khas.  F249 St No. 13,28.703924,77.261851,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871245055""]",charging,110094,north-east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024948,REVOS,REVOS,99 Village Ranhola,28.657063,77.041778,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999805761""]",charging,110041,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026024,REVOS,REVOS,"Plot No.8, DDA Market, Jhilmil Colony, Phase-2 Near Gopal Dairy, Delhi-110032",28.670458,77.303359,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918743079373""]",charging,110095,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025264,REVOS,REVOS,B 131 A Gurudwara Road Sangam Vihar,28.504049,77.241324,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919811533951""]",charging,110080,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021995,REVOS,REVOS,G1840 TIGRI NEAR BY AIR FORC OFFICE,28.512479,77.239225,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810432939""]",charging,110062,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021798,REVOS,REVOS,G1840 TIGRI NEAR BY AIR FORC OFFICE,28.512496,77.239218,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810432939""]",charging,110062,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026021,REVOS,REVOS,Moonga Nagar Gali No 5 Shop No 333,28.706807,77.263698,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919868605725""]",charging,110094,north-east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021741,REVOS,REVOS,D 1/1 Chattarpur Pahari,28.504157,77.183815,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917678503486""]",charging,110074,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021996,REVOS,REVOS,D1/1 Chattarpur Pahari,28.504187,77.183719,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917678503486""]",charging,110030,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024887,REVOS,REVOS,"Raksha Enclave ,Plot No.7 Kakrola To Keshavpur Nala Road New Delhi -59",28.642113,77.028703,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919717169828""]",charging,110059,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024771,REVOS,REVOS,542 T huts H.m.b. Jwala Puri,28.680664,77.081929,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919582674489""]",charging,110087,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024757,REVOS,REVOS,Shop No11 Gurudwara Singh Sabha Jai Dev Park Rohatak New Delhi,28.672104,77.151701,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919811740626""]",charging,110026,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024779,REVOS,REVOS,Shop No11 Gurudwara Singh Sabha Jai Dev Park Rohatak New Delhi,28.672207,77.15187,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919811740626""]",charging,110035,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024782,REVOS,REVOS,Opp Metro Pillar No 483,28.682548,77.041518,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918377926006""]",charging,110041,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024778,REVOS,REVOS,"31X/17 Main Road, Gali No 3, Anand Parbat Industrial Area",28.66363,77.178639,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919711575449""]",charging,110005,central-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024770,REVOS,REVOS,"31X/17, Main road, Gali No 3, Anand Parbat Industrial Area",28.663618,77.178651,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919711575449""]",charging,110008,central-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024707,REVOS,REVOS,"31X/17, Main Road, ANAND PARBAT INDUSTRIAL AREA",28.663631,77.178646,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919711575449""]",charging,110005,central-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024933,REVOS,REVOS,Tikri Border,28.687661,76.965211,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919319950734""]",charging,110041,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024755,REVOS,REVOS,"31X/17, Gali No 3, Anand Parbat Industrial Area",28.663565,77.178592,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919711575449""]",charging,110008,central-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021548,REVOS,REVOS,J23 Ramesh Nagar,28.652256,77.130924,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919958228807""]",charging,110015,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024071,REVOS,REVOS,A426 Siddhrthi encvle Bhgwari Garden Mohan Garden Uttam Nager,28.630468,77.031376,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918802267592""]",charging,110059,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_001419,REVOS,REVOS,SECUNDERABAD,28.568917,77.186861,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919177967280""]",charging,110066,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024882,REVOS,REVOS,Plot No_12 Dichaon Enclave Nagloi Najafgarh Road Near DTC Depot,28.62852,76.996752,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919650080608""]",charging,110043,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024175,REVOS,REVOS,Plot No-12Dichaon Encleve Nangloi Najafgarh Road Nera Dtc Bus Depot,28.628484,76.9968,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919650080608""]",charging,110043,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_005533,REVOS,REVOS,"Khoojuri pusta Road, Opp. Crpf Camp, Bihari Pur Extn. Delhi 110094",28.715298,77.257895,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871363721""]",charging,110094,north-east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_005535,REVOS,REVOS,"Khoojuri Pus ta Road, Opp. Crpf Camp, Biharipur Extn. Delhi 110094",28.7153,77.257893,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919871363421""]",charging,110094,north-east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024806,REVOS,REVOS,Fateh Pur,28.455312,77.18376,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919350022077""]",charging,110074,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024819,REVOS,REVOS,Fatehpur,28.455276,77.18383,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919350022077""]",charging,110074,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025280,REVOS,REVOS,Fatehpur,28.448378,77.185361,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919711033832""]",charging,110074,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024820,REVOS,REVOS,Opp Govt School Asola Fatehpur Beri,28.458814,77.184618,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919211224304""]",charging,110074,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024818,REVOS,REVOS,Opp Govt School Asola Fatehpur Beri,28.4588,77.184614,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919211224304""]",charging,110074,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024830,REVOS,REVOS,Fatehpur,28.448993,77.184282,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919711033832""]",charging,110074,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024196,REVOS,REVOS,Khasra 33/13/1 Gutam Colony Sfiabaadrd Narela,28.861556,77.086265,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919582919277""]",charging,110040,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00018957,REVOS,REVOS,Gali No 5 Sanjay Colony Safiabaad Narela,28.857512,77.088229,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918743017183""]",charging,110040,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00021432,REVOS,REVOS,Rani Kheda Road Jay Mata Propartes,28.702528,77.027715,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919990780076""]",charging,110081,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024881,REVOS,REVOS,Ramdev Chok Narela,28.857883,77.093236,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918383809730""]",charging,110040,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024718,REVOS,REVOS,"Plots No ,497, Pilar No 515 Opp SBI Bank Mundka",28.682508,77.032412,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918447005745""]",charging,110041,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026368,REVOS,REVOS,L Extension  Shop No.1,28.629622,77.032673,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919818752073""]",charging,110059,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024969,REVOS,REVOS,"RZ 118 khandoliya plaza, Right side basment vaishali dabri palam road New Delhi",28.607456,77.081868,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919868061050""]",charging,110046,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024823,REVOS,REVOS,A9 Devli Extended Tigri Road,28.505739,77.236785,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918882935100""]",charging,110080,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024974,REVOS,REVOS,Shop No 18 Dda Market Lajwanti Garden,28.613729,77.106872,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918802673580""]",charging,110046,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025232,REVOS,REVOS,shop no 7-8 basist complex mb road khanpur,28.5148,77.229591,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999315924""]",charging,110080,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024193,REVOS,REVOS,"Main Pusta Road,swaroop Nagar",28.757763,77.149322,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917982191683""]",charging,110042,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024821,REVOS,REVOS,H.N 62 Gali No-1 Neb Sarai New Delhi,28.505388,77.196736,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919910132034""]",charging,110030,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024753,REVOS,REVOS,3/2A PLOT N0 10 AMAR PARK ZAKHIRA NEAR ASHOKA PARK MAIN METRO STATION DELHI 110035,28.670766,77.160024,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919910010828""]",charging,110015,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024722,REVOS,REVOS,3/2A PLOT N0 10 AMAR PARK ZAKHIRA NEAR ASHOKA PARK MAIN METRO STATION DELHI 110035,28.670974,77.159542,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919910010828""]",charging,110035,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024768,REVOS,REVOS,3/2A PLOT N0 10 AMAR PARK ZAKHIRA NEAR ASHOKA PARK MAIN METRO STATION DELHI 110035,28.670972,77.159545,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919910010828""]",charging,110035,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024828,REVOS,REVOS,Hn 62 Gali No 1 Neb Sarai New Delhi,28.505487,77.196798,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919910132034""]",charging,110030,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026124,REVOS,REVOS,Shop Number 106dda Market Lajwanti Garden,28.614395,77.107231,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999409612""]",charging,110058,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00022391,REVOS,REVOS,Shop Number 69 DDA Market Lajwanti Garden,28.614208,77.10725,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999409612""]",charging,110058,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024947,REVOS,REVOS,"Kh No 26/3 NEAR KRISHNA & ASHIRWAD DHARM KANTA, MAIN SEWADHAM ROAD, MANDOLI DELHI -110093",28.707385,77.309726,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919990999084""]",charging,110093,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00022326,REVOS,REVOS,89 Pocket-3 Sector-24,28.723917,77.085906,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""8802180645""]",charging,110085,north-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024996,REVOS,REVOS,D 75 gali no 15 west karawal nagar delhi,28.728393,77.262315,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919818182861""]",charging,110094,north-east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024817,REVOS,REVOS,"Khasra No. 90, Saidullajab Anupam Garden",28.513622,77.208027,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919818051012""]",charging,110030,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026306,REVOS,REVOS,Shop No. 5 Main Road Alipur Delhi_110036,28.801128,77.138513,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917290050022""]",charging,110036,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024756,REVOS,REVOS,Shop No 77 Lajwanti Garden,28.61422,77.107057,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919310631725""]",charging,110058,west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024975,REVOS,REVOS,Shop No 77 Lajwanti Garden,28.61422,77.106983,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919311631725""]",charging,110046,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024994,REVOS,REVOS,C/475 Gali No 9,28.695428,77.299472,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+917838679223""]",charging,110053,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00014298,REVOS,REVOS,G Blobck Plot No. 1,28.498907,77.238306,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999333199""]",charging,110080,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00014078,REVOS,REVOS,G Block Plot No. 1,28.498879,77.23815,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999333199""]",charging,110080,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026181,REVOS,REVOS,G block Plot no. 1,28.498871,77.238109,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919999333199""]",charging,110080,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024894,REVOS,REVOS,Rani Khera Near Bus Stand Kanjhawala,28.706122,77.027789,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919540194490""]",charging,110081,north-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024826,REVOS,REVOS,It Block Gupta Cloney Sangam Vihar,28.492878,77.245892,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919650934686""]",charging,110080,south-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00014292,REVOS,REVOS,Khsra No 180 /1 Shop 4 Navary  Sharay,28.508214,77.20049,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919810689719""]",charging,110068,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025418,REVOS,REVOS,"RZ123D Dabri Palam Road , Near Jindal Public School. Delhi 110045",28.60686,77.081457,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918392802013""]",charging,110046,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00025441,REVOS,REVOS,"Rz-123 D, Dabari Palam Road, Jindal Public School, Delhi-110045",28.60686,77.081457,New Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918392802013""]",charging,110046,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00026380,REVOS,REVOS,RD-Dharampura Ext.,28.608616,76.995482,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+918744802787""]",charging,110043,south-west-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
REVBOLT_00024968,REVOS,REVOS,Jheel Khurana Scooter Market,28.658494,77.273519,Delhi,India,00:00:00,00:00:00,https://ev.delhitransport.in/static/logo/revos.png,Unstaffed,UPI,"[""+919911020240""]",charging,110031,east-delhi,,1,3.3 kW,₹0 per unit,AC,1,5A/15A Socket,"['2W', '3W']"
